Year,SYSTEM_CODE,SPECIES_CODE,LOCATION,IMAGE_NAME,AGE,SEX,LENGTH,CSW1,CSW2,CSW3,CSW4,CSW5,CSW6,CSW7,CSW8,CSW9,CSW10,CSW11,CSW12,CSW13,CSW14
2015,SS,230,ROB POINT,SS1507M001,7,1,227,1.4649,1.7334,0.9075,0.4482,0.526,0.1741,0.1593,,,,,,,
2015,SS,230,MAGOUN ISLAND,SS1507M002,7,1,214,1.5984,1.7892,1.2743,0.6371,0.4001,0.1148,0.1334,,,,,,,
2015,SS,230,LISIANSKI POINT,SS1507M003,7,1,216,1.4963,1.4352,1.3297,0.5463,0.3074,0.2482,0.0852,,,,,,,
2015,SS,230,LISIANSKI POINT,SS1507M004,7,1,236,2.0334,1.4223,0.8222,0.4222,0.2778,0.4556,0.2445,,,,,,,
2015,SS,230,HALIBUT POINT,SS1507M005,7,1,215,1.567,1.5226,1.4003,0.3334,0.5038,0.2371,0.1408,,,,,,,
2015,SS,230,KASIANA ISLANDS NORTH,SS1507M006,7,1,204,1.3334,1.4797,1.0778,0.5834,0.2704,0.237,0.1667,,,,,,,
2015,SS,230,KASIANA ISLANDS NORTH,SS1507M007,7,1,222,1.8302,1.4467,1.1763,0.5224,0.3612,0.2223,0.1797,,,,,,,
2015,SS,230,KRESTOF SOUND,SS1507M008,7,1,228,1.6094,1.4038,0.889,0.5334,0.3871,0.4352,0.2463,,,,,,,
2015,SS,230,LITTLE GAVANSKI,SS1507M010,7,1,227,1.7761,1.7316,0.7945,0.4704,0.4093,0.2667,0.1259,,,,,,,
2015,SS,230,JAMESTOWN BAY,SS1507M011,7,1,215,1.8595,1.5965,0.6964,0.3593,0.3593,0.2111,0.1148,,,,,,,
2015,SS,230,JAMESTOWN BAY,SS1507M012,7,1,216,1.5208,1.2818,0.9521,0.8836,0.4483,0.2445,0.1482,,,,,,,
2015,SS,230,POINT BROWN,SS1508F001,8,2,242,1.8135,1.3133,0.9614,0.8076,0.4631,0.3408,0.2019,0.1278,,,,,,
2015,SS,230,POINT BROWN,SS1508F003,8,2,245,1.8021,1.3928,0.8297,0.6538,0.3371,0.4075,0.0833,0.0667,,,,,,
2015,SS,230,MAGOUN ISLAND,SS1508F004,8,2,240,1.7797,1.5908,0.9037,0.6797,0.3926,0.4445,0.1889,0.2556,,,,,,
2015,SS,230,MAGOUN ISLAND,SS1508F006,8,2,236,2.026,1.4889,0.7963,0.6185,0.2889,0.3778,0.2482,0.0667,,,,,,
2015,SS,230,LISIANSKI POINT,SS1508F008,8,2,233,1.4077,0.8631,1.2855,0.878,0.3964,0.5334,0.2445,0.1593,,,,,,
2015,SS,230,EASTERN BAY,SS1508F009,8,2,239,1.5485,1.0576,1.0687,0.9521,0.4482,0.3482,0.2204,0.1537,,,,,,
2015,SS,230,WHITING HARBOR,SS1508F010,8,2,238,1.8949,1.2466,0.828,0.6427,0.4168,0.3353,0.1223,0.1482,,,,,,
2015,SS,230,WHITING HARBOR,SS1508F011,8,2,225,1.7076,1.4409,1.2427,0.2889,0.2445,0.326,0.1926,0.1,,,,,,
2015,SS,230,KRESTOF SOUND,SS1508F012,8,2,228,1.8578,1.6078,0.4056,0.4834,0.3334,0.4279,0.2167,0.176,,,,,,
2015,SS,230,EASTERN BAY,SS1508F013,8,2,230,2.3037,1.0222,1.0074,0.4074,0.3407,0.2852,0.3667,0.1704,,,,,,
2015,SS,230,EASTERN BAY,SS1508F014,8,2,259,1.9652,1.63,0.9928,0.5242,0.4371,0.2482,0.3704,0.2778,,,,,,
2015,SS,230,EASTERN BAY,SS1508F015,8,2,229,1.5464,1.6816,0.8426,0.7889,0.5371,0.3074,0.4482,0.1741,,,,,,
2015,SS,230,EASTERN BAY,SS1508F016,8,2,222,1.1816,1.5408,1.0945,0.7852,0.4963,0.3593,0.2926,0.1482,,,,,,
2015,SS,230,GAGARIN ISLAND,SS1508F017,8,2,232,1.7856,1.7449,1.1929,0.6224,0.4483,0.326,0.2519,0.1445,,,,,,
2015,SS,230,JAMESTOWN BAY,SS1508F018,8,2,230,1.33,1.6023,1.1337,0.7502,0.3279,0.4798,0.2167,0.1649,,,,,,
2015,SS,230,MAGOUN ISLAND,SS1508M001,8,1,235,1.3372,1.6224,0.9001,0.3111,0.4815,0.4815,0.1333,0.1259,,,,,,
2015,SS,230,DE GROFF  BAY,SS1508M002,8,1,226,1.9335,1.4742,1.0408,0.626,0.4445,0.5408,0.3111,0.0889,,,,,,
2015,SS,230,DE GROFF  BAY,SS1508M004,8,1,219,1.2707,1.6412,1.0744,0.7928,0.3001,0.2927,0.1371,0.1037,,,,,,
2015,SS,230,DE GROFF  BAY,SS1508M005,8,1,232,2.0691,1.2485,0.6557,0.6224,0.3482,0.3631,0.2816,0.0889,,,,,,
2015,SS,230,HALIBUT POINT NORTH,SS1508M007,8,1,239,1.9482,1.8111,0.6704,0.7778,0.3481,0.4667,0.1185,0.1074,,,,,,
2015,SS,230,HALIBUT POINT NORTH,SS1508M008,8,1,225,1.8909,1.5557,0.8352,0.5556,0.3685,0.3963,0.1852,0.213,,,,,,
2015,SS,230,HALIBUT POINT,SS1508M010,8,1,229,1.6594,1.6927,1.0445,0.4093,0.2574,0.4315,0.2445,0.1426,,,,,,
2015,SS,230,HALIBUT POINT,SS1508M011,8,1,229,1.8705,1.4445,0.8964,0.7,0.1741,0.3963,0.1778,0.1185,,,,,,
2015,SS,230,EASTERN BAY,SS1508M013,8,1,226,1.7631,1.5557,0.8075,0.7927,0.4741,0.3334,0.2667,0.2371,,,,,,
2015,SS,230,EASTERN BAY,SS1508M015,8,1,244,1.9352,1.413,0.9296,0.7037,0.4037,0.2889,0.2704,0.2,,,,,,
2015,SS,230,KASIANA ISLANDS NORTH,SS1508M016,8,1,222,1.3892,1.5022,0.8446,0.7224,0.3223,0.4797,0.2686,0.0908,,,,,,
2015,SS,230,WHITING HARBOR,SS1508M017,8,1,229,1.8817,1.339,1.0483,0.6019,0.4149,0.4612,0.2001,0.1685,,,,,,
2015,SS,230,WHITING HARBOR,SS1508M018,8,1,228,1.5297,1.613,1.3112,0.4519,0.3574,0.5482,0.2333,0.1741,,,,,,
2015,SS,230,EASTERN BAY,SS1508M020,8,1,221,1.8965,1.2409,0.8853,0.526,0.2963,0.5112,0.1815,0.1222,,,,,,
2015,SS,230,GAGARIN ISLAND,SS1508M021,8,1,241,1.832,1.3967,0.8132,0.7669,0.4057,0.4038,0.1297,0.1,,,,,,
2015,SS,230,JAMESTOWN BAY,SS1508M022,8,1,245,1.8297,1.5075,0.8815,0.5667,0.3889,0.5556,0.263,0.0778,,,,,,
2015,SS,230,ROB POINT,SS1509F001,9,2,234,2.0296,1.7111,0.5926,0.6296,0.3741,0.3222,0.2556,0.2407,0.1148,,,,,
2015,SS,230,ROB POINT,SS1509F002,9,2,221,1.1296,1.0037,1.0222,0.5704,0.5593,0.3037,0.3889,0.1444,0.0741,,,,,
2015,SS,230,ROB POINT,SS1509F003,9,2,246,2.3761,1.3464,0.9723,0.5315,0.3204,0.2926,0.1778,0.3148,0.1611,,,,,
2015,SS,230,POINT BROWN,SS1509F004,9,2,227,1.839,1.376,0.8315,0.7278,0.3408,0.5056,0.4074,0.2111,0.1056,,,,,
2015,SS,230,MAGOUN ISLAND,SS1509F005,9,2,233,2.2467,1.2484,0.9298,0.5538,0.1963,0.2149,0.2297,0.3038,0.226,,,,,
2015,SS,230,SIGINAKA ISLANDS NORTH,SS1509F006,9,2,239,1.8023,1.5485,0.8965,0.4483,0.4501,0.4168,0.3519,0.1037,0.1093,,,,,
2015,SS,230,DE GROFF  BAY,SS1509F007,9,2,242,2.1113,1.652,0.8778,0.4852,0.4778,0.3593,0.263,0.1815,0.0667,,,,,
2015,SS,230,DE GROFF  BAY,SS1509F008,9,2,233,1.8186,1.4964,0.8704,0.6297,0.2593,0.3556,0.2445,0.1815,0.1482,,,,,
2015,SS,230,HALIBUT POINT NORTH,SS1509F010,9,2,244,1.4762,1.5948,1.0798,0.6575,0.3667,0.2519,0.3927,0.2241,0.1704,,,,,
2015,SS,230,HALIBUT POINT NORTH,SS1509F011,9,2,249,1.7187,1.7595,1.0372,0.826,0.2963,0.3741,0.2852,0.2778,0.2704,,,,,
2015,SS,230,HALIBUT POINT,SS1509F012,9,2,235,1.7597,1.7263,0.978,0.6928,0.3001,0.1704,0.1704,0.3297,0.1815,,,,,
2015,SS,230,KASIANA ISLANDS NORTH,SS1509F014,9,2,221,1.6966,1.6817,1.1298,0.5038,0.2815,0.1371,0.1741,0.2148,0.1,,,,,
2015,SS,230,KASIANA ISLANDS NORTH,SS1509F015,9,2,210,1.5483,1.452,0.6001,0.4297,0.4074,0.2593,0.2297,0.0537,0.087,,,,,
2015,SS,230,KRESTOF SOUND,SS1509F016,9,2,239,1.9336,1.7336,1.3261,0.5019,0.6094,0.4167,0.3519,0.2148,0.0871,,,,,
2015,SS,230,LITTLE GAVANSKI,SS1509F017,9,2,238,2.0985,1.4262,0.7483,0.4834,0.2556,0.3334,0.1704,0.2926,0.226,,,,,
2015,SS,230,ROB POINT,SS1509M001,9,1,239,1.8111,1.6815,0.9407,0.7259,0.4407,0.4074,0.4593,0.1963,0.1593,,,,,
2015,SS,230,ROB POINT,SS1509M002,9,1,238,2.0319,1.5836,0.6742,0.6205,0.3223,0.1667,0.2889,0.1408,0.1482,,,,,
2015,SS,230,MAGOUN ISLAND,SS1509M003,9,1,222,1.6282,1.4652,0.9855,0.5483,0.3575,0.1334,0.1148,0.1889,0.0926,,,,,
2015,SS,230,SIGINAKA ISLANDS NORTH,SS1509M004,9,1,231,1.5037,1.4445,0.8852,0.6556,0.4037,0.1778,0.2889,0.1556,0.0667,,,,,
2015,SS,230,DE GROFF  BAY,SS1509M005,9,1,235,1.8223,1.0445,0.9408,0.5408,0.2741,0.3222,0.3556,0.1482,0.0741,,,,,
2015,SS,230,HALIBUT POINT NORTH,SS1509M006,9,1,235,1.8928,1.4168,0.9223,0.4556,0.3815,0.3149,0.2778,0.1593,0.1,,,,,
2015,SS,230,HALIBUT POINT,SS1509M007,9,1,229,2.102,1.2316,0.8075,0.3259,0.2185,0.1593,0.4093,0.137,0.1074,,,,,
2015,SS,230,EASTERN BAY,SS1509M008,9,1,241,2.3243,1.5131,1.2057,0.5241,0.4297,0.3,0.2334,0.1648,0.1611,,,,,
2015,SS,230,KASIANA ISLANDS NORTH,SS1509M009,9,1,234,1.7815,1.5815,0.9111,0.4074,0.3481,0.2889,0.2519,0.163,0.1333,,,,,
2015,SS,230,WHITING HARBOR,SS1509M010,9,1,222,1.7834,1.4556,1.0278,0.5537,0.3815,0.3315,0.2963,0.1926,0.1019,,,,,
2015,SS,230,WHITING HARBOR,SS1509M011,9,1,233,2.0336,1.3669,0.9224,0.4556,0.4816,0.3852,0.2963,0.163,0.063,,,,,
2015,SS,230,KRESTOF SOUND,SS1509M012,9,1,229,1.8444,1.5519,1.0444,0.35,0.3037,0.2519,0.3815,0.2074,0.187,,,,,
2015,SS,230,ROB POINT,SS1510F001,10,2,243,2.4244,1.1464,1.2131,0.5482,0.2297,0.3037,0.2908,0.1371,0.1963,0.3111,,,,
2015,SS,230,POINT BROWN,SS1510F002,10,2,242,1.7281,1.2669,0.7835,0.4853,0.2815,0.263,0.1778,0.2019,0.1741,0.2149,,,,
2015,SS,230,POINT BROWN,SS1510F003,10,2,246,2.0482,1.3315,0.7333,0.4,0.2667,0.163,0.237,0.2222,0.137,0.0556,,,,
2015,SS,230,MAGOUN ISLAND,SS1510F004,10,2,236,1.9669,1.3113,0.9594,0.8094,0.4538,0.4389,0.1722,0.276,0.1704,0.1259,,,,
2015,SS,230,MAGOUN ISLAND,SS1510F006,10,2,236,1.8301,1.2021,0.928,0.4223,0.2686,0.3093,0.1963,0.3241,0.1797,0.0778,,,,
2015,SS,230,DE GROFF  BAY,SS1510F008,10,2,249,2.0593,1.6741,0.8074,0.4444,0.363,0.2,0.1852,0.1481,0.1037,0.0667,,,,
2015,SS,230,DE GROFF  BAY,SS1510F010,10,2,257,2.7747,1.9041,1.0391,0.5483,0.3964,0.2704,0.2982,0.3075,0.1908,0.1093,,,,
2015,SS,230,EASTERN BAY,SS1510F011,10,2,227,2.1798,1.2631,0.7853,0.3889,0.4074,0.1852,0.2556,0.3408,0.0963,0.1296,,,,
2015,SS,230,KASIANA ISLANDS NORTH,SS1510F012,10,2,251,2.3446,1.0742,1.2983,0.6371,0.3889,0.2722,0.1908,0.1796,0.1445,0.1889,,,,
2015,SS,230,POINT BROWN,SS1510M001,10,1,241,1.8984,1.352,0.7816,0.4112,0.2778,0.2297,0.1537,0.0963,0.1148,0.2241,,,,
2015,SS,230,MAGOUN ISLAND,SS1510M002,10,1,232,1.7149,1.6408,0.926,0.3556,0.4222,0.3408,0.1111,0.1259,0.2667,0.1482,,,,
2015,SS,230,MAGOUN ISLAND,SS1510M004,10,1,250,2.1243,1.4298,0.9797,0.6001,0.3593,0.3334,0.2148,0.2704,0.2408,0.1834,,,,
2015,SS,230,MAGOUN ISLAND,SS1510M005,10,1,238,2.434,1.4485,0.6076,0.3334,0.3186,0.3112,0.2093,0.2649,0.2445,0.2075,,,,
2015,SS,230,SIGINAKA ISLANDS NORTH,SS1510M006,10,1,244,2.3074,1.3056,0.7537,0.3148,0.1963,0.2463,0.1926,0.2537,0.1667,0.0889,,,,
2015,SS,230,EASTERN BAY,SS1510M010,10,1,254,2.4519,1.4185,1.0148,0.4222,0.2148,0.2741,0.2037,0.2889,0.1593,0.0852,,,,
2015,SS,230,JAMESTOWN BAY,SS1510M012,10,1,241,2.4335,1.3593,0.9093,0.4445,0.4111,0.2926,0.237,0.2704,0.1185,0.1222,,,,
2015,SS,230,JAMESTOWN BAY,SS1510M013,10,1,240,2.2093,1.35,0.8852,0.5,0.413,0.2333,0.2296,0.2,0.2667,0.1815,,,,
2015,SS,230,GAGARIN ISLAND,SS1510M014,10,1,230,2.2985,1.2243,0.6668,0.5408,0.3741,0.1611,0.2186,0.3075,0.1741,0.0537,,,,
2015,SS,230,MAGOUN ISLAND,SS1511F002,11,2,237,1.8561,1.3893,0.8391,0.5983,0.4909,0.2482,0.1649,0.2352,0.2019,0.1537,0.0963,,,
2015,SS,230,DE GROFF  BAY,SS1511F003,11,2,252,2.0781,1.5762,0.9964,0.5464,0.3426,0.2519,0.1722,0.1445,0.1463,0.1334,0.0685,,,
2015,SS,230,DE GROFF  BAY,SS1511F004,11,2,247,2.0781,1.7188,0.7816,0.489,0.3186,0.3112,0.2778,0.1667,0.2,0.1259,0.1334,,,
2015,SS,230,EASTERN BAY,SS1511F005,11,2,245,1.8153,1.5337,1.0132,0.6761,0.4353,0.3445,0.2019,0.1445,0.1908,0.2315,0.0704,,,
2015,SS,230,KASIANA ISLANDS NORTH,SS1511F006,11,2,244,2.2241,1.55,0.9371,0.4519,0.3759,0.237,0.1519,0.1204,0.2407,0.1778,0.0741,,,
2015,SS,230,WHITING HARBOR,SS1511F007,11,2,242,1.8038,1.7075,1.126,0.6278,0.4037,0.3148,0.2852,0.1408,0.3556,0.1704,0.063,,,
2015,SS,230,JAMESTOWN BAY,SS1511F008,11,2,245,2.2965,1.6816,1.0223,0.4889,0.326,0.1778,0.2148,0.1408,0.1963,0.2185,0.0296,,,
2015,SS,230,MAGOUN ISLAND,SS1511M001,11,1,253,1.8501,1.639,1.2334,0.7056,0.5185,0.1407,0.2,0.1926,0.1333,0.1519,0.1074,,,
2015,SS,230,DE GROFF  BAY,SS1511M002,11,1,250,1.5892,1.5244,0.9039,0.5612,0.3001,0.1815,0.2667,0.1815,0.0926,0.0852,0.0926,,,
2015,SS,230,JAMESTOWN BAY,SS1512F001,12,2,238,1.7317,1.8761,0.7334,0.4741,0.4278,0.3445,0.2482,0.1296,0.1222,0.1371,0.1074,0.1185,,
2014,SS,230,SAINT JOHN BAPTIST BAY,SS1402F001,2,2,161,2.0175,1.7693,,,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND EAST,SS1402M001,2,1,155,1.7261,1.9261,,,,,,,,,,,,
2014,SS,230,SHOAL ISLAND,SS1402M002,2,1,152,1.8558,1.7188,,,,,,,,,,,,
2014,SS,230,SAINT JOHN BAPTIST BAY,SS1402M003,2,1,155,1.2409,1.3706,,,,,,,,,,,,
2014,SS,230,HARBOR POINT,SS1402M004,2,1,162,1.871,1.8247,,,,,,,,,,,,
2014,SS,230,SIGINAKA ISLANDS,SS1403F001,3,2,177,1.6835,1.4149,1.0075,,,,,,,,,,,
2014,SS,230,SIGINAKA ISLANDS,SS1403F002,3,2,190,1.9058,1.2705,0.8075,,,,,,,,,,,
2014,SS,230,SIGINAKA ISLANDS,SS1403F003,3,2,185,1.9263,1.4262,1.0669,,,,,,,,,,,
2014,SS,230,SAINT JOHN BAPTIST BAY,SS1403F004,3,2,197,2.0259,1.5,1.1074,,,,,,,,,,,
2014,SS,230,SAINT JOHN BAPTIST BAY,SS1403F005,3,2,188,1.76,1.5599,0.9597,,,,,,,,,,,
2014,SS,230,HARBOR POINT,SS1403F006,3,2,186,1.526,1.6797,0.9185,,,,,,,,,,,
2014,SS,230,HARBOR POINT,SS1403F007,3,2,180,1.237,2,0.7037,,,,,,,,,,,
2014,SS,230,SAINT JOHN BAPTIST BAY,SS1403M002,3,1,190,1.6372,1.5353,1.0353,,,,,,,,,,,
2014,SS,230,SAINT JOHN BAPTIST BAY,SS1403M003,3,1,186,1.7522,1.9615,0.8891,,,,,,,,,,,
2014,SS,230,SAINT JOHN BAPTIST BAY,SS1403M004,3,1,179,1.5617,1.6673,0.8021,,,,,,,,,,,
2014,SS,230,HARBOR POINT,SS1403M005,3,1,200,2.0093,1.876,0.6482,,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND SOUTHWEST,SS1404F002,4,2,191,1.4079,1.6617,0.9077,0.628,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND SOUTHWEST,SS1404F003,4,2,207,1.9002,1.8742,1.1482,0.5315,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND SOUTHWEST,SS1404F004,4,2,210,2.2003,1.4335,0.9613,0.5297,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND SOUTHWEST,SS1404F005,4,2,209,1.9005,1.7967,0.8372,0.5131,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND SOUTHWEST,SS1404F006,4,2,205,1.8746,1.6153,0.7558,0.3242,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND SOUTHWEST,SS1404F007,4,2,184,1.2376,1.5859,0.6466,0.6818,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND SOUTHWEST,SS1404F008,4,2,199,1.9002,1.9725,0.8242,0.5001,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND SOUTHWEST,SS1404F009,4,2,175,1.4964,1.2075,0.5,0.6334,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND SOUTHWEST,SS1404F010,4,2,215,1.5593,1.6389,0.9611,0.6815,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND SOUTHWEST,SS1404F011,4,2,218,1.7816,1.8001,1.2445,0.7334,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND SOUTHWEST,SS1404F012,4,2,190,1.7078,1.1744,0.7409,0.5594,,,,,,,,,,
2014,SS,230,CROW PASS SOUTH,SS1404F013,4,2,189,1.8891,1.6039,0.8945,0.4352,,,,,,,,,,
2014,SS,230,CROW PASS SOUTH,SS1404F014,4,2,205,2.026,1.6926,1.1815,0.4111,,,,,,,,,,
2014,SS,230,CROW PASS SOUTH,SS1404F015,4,2,192,1.5223,1.389,0.5074,0.3852,,,,,,,,,,
2014,SS,230,CROW PASS SOUTH,SS1404F016,4,2,216,1.7208,1.6838,1.0392,0.5798,,,,,,,,,,
2014,SS,230,CROW PASS SOUTH,SS1404F017,4,2,202,1.5723,1.2612,0.7167,0.3333,,,,,,,,,,
2014,SS,230,CROW PASS SOUTH,SS1404F019,4,2,189,1.8373,1.4984,1.0279,0.4667,,,,,,,,,,
2014,SS,230,CROW PASS SOUTH,SS1404F020,4,2,181,1.6357,1.9024,0.615,0.4594,,,,,,,,,,
2014,SS,230,CROW PASS SOUTH,SS1404F021,4,2,169,1.278,1.2558,0.6927,0.4668,,,,,,,,,,
2014,SS,230,CROW PASS SOUTH,SS1404F022,4,2,215,2.0727,1.7281,1.2206,0.5001,,,,,,,,,,
2014,SS,230,CROW PASS SOUTH,SS1404F023,4,2,195,1.6074,0.8444,0.6296,0.3778,,,,,,,,,,
2014,SS,230,GAGARIN ISLAND WEST,SS1404F024,4,2,211,1.8781,1.404,1.0706,0.5334,,,,,,,,,,
2014,SS,230,GAGARIN ISLAND WEST,SS1404F025,4,2,201,1.5431,1.5894,0.8725,0.4187,,,,,,,,,,
2014,SS,230,GAGARIN ISLAND WEST,SS1404F026,4,2,196,1.6038,1.3223,0.8222,0.5111,,,,,,,,,,
2014,SS,230,GAGARIN ISLAND WEST,SS1404F027,4,2,188,2.0891,1.5557,0.9723,0.4556,,,,,,,,,,
2014,SS,230,GAGARIN ISLAND WEST,SS1404F028,4,2,185,1.4857,1.4524,0.5595,0.8262,,,,,,,,,,
2014,SS,230,GAGARIN ISLAND WEST,SS1404F029,4,2,183,1.6705,1.389,0.7852,0.2889,,,,,,,,,,
2014,SS,230,GAGARIN ISLAND WEST,SS1404F030,4,2,181,1.7689,1.3596,0.6501,0.5668,,,,,,,,,,
2014,SS,230,GAGARIN ISLAND WEST,SS1404F031,4,2,203,2.1135,1.58,1.0299,0.6094,,,,,,,,,,
2014,SS,230,GAGARIN ISLAND WEST,SS1404F032,4,2,169,1.2707,1.5078,1.0373,0.3705,,,,,,,,,,
2014,SS,230,GAGARIN ISLAND WEST,SS1404F033,4,2,195,1.8859,1.2616,0.7948,0.5058,,,,,,,,,,
2014,SS,230,CROW ISLAND WEST,SS1404F034,4,2,211,1.6668,1.4964,0.889,0.5778,,,,,,,,,,
2014,SS,230,CROW ISLAND WEST,SS1404F035,4,2,208,1.7113,1.6761,1.0816,0.6112,,,,,,,,,,
2014,SS,230,CROW ISLAND WEST,SS1404F036,4,2,209,2.1393,1.3966,0.915,0.439,,,,,,,,,,
2014,SS,230,CROW ISLAND WEST,SS1404F037,4,2,190,1.6447,1.365,1.0002,0.5853,,,,,,,,,,
2014,SS,230,CROW ISLAND WEST,SS1404F038,4,2,197,1.7408,1.5482,1.2371,0.5741,,,,,,,,,,
2014,SS,230,CROW ISLAND WEST,SS1404F039,4,2,194,1.7259,1.8296,0.8,0.5222,,,,,,,,,,
2014,SS,230,CROW ISLAND WEST,SS1404F040,4,2,195,1.4169,1.5355,0.8891,0.489,,,,,,,,,,
2014,SS,230,CROW ISLAND WEST,SS1404F041,4,2,186,1.463,1.4186,0.8815,0.5037,,,,,,,,,,
2014,SS,230,CROW ISLAND WEST,SS1404F042,4,2,192,1.4097,1.8932,0.5409,0.5817,,,,,,,,,,
2014,SS,230,CROW ISLAND WEST,SS1404F043,4,2,191,1.6728,1.2449,1.0041,0.7595,,,,,,,,,,
2014,SS,230,GAGARIN ISLAND EAST,SS1404F044,4,2,185,1.6393,1.4318,0.7946,0.5038,,,,,,,,,,
2014,SS,230,GAGARIN ISLAND EAST,SS1404F045,4,2,193,1.4482,1.4741,0.8852,0.6963,,,,,,,,,,
2014,SS,230,GAGARIN ISLAND EAST,SS1404F046,4,2,187,1.4817,1.3279,0.7964,0.5445,,,,,,,,,,
2014,SS,230,GAGARIN ISLAND EAST,SS1404F047,4,2,209,1.8835,1.7076,1.1408,0.6389,,,,,,,,,,
2014,SS,230,GAGARIN ISLAND EAST,SS1404F048,4,2,194,1.6445,1.5501,1.0519,0.4593,,,,,,,,,,
2014,SS,230,GAGARIN ISLAND EAST,SS1404F049,4,2,187,1.3667,1.8574,0.7537,0.6389,,,,,,,,,,
2014,SS,230,GAGARIN ISLAND EAST,SS1404F050,4,2,187,1.7133,1.4188,0.8298,0.4668,,,,,,,,,,
2014,SS,230,GAGARIN ISLAND EAST,SS1404F052,4,2,182,1.6299,1.1928,1.215,0.6779,,,,,,,,,,
2014,SS,230,GAGARIN ISLAND EAST,SS1404F053,4,2,187,1.9227,1.4615,0.7891,0.5501,,,,,,,,,,
2014,SS,230,GAGARIN ISLAND EAST,SS1404F054,4,2,196,1.8877,1.8618,0.7484,0.4427,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND EAST,SS1404F055,4,2,202,1.9631,1.476,0.7056,0.5389,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND EAST,SS1404F056,4,2,189,1.5208,1.7579,0.7576,0.5168,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND EAST,SS1404F057,4,2,203,1.4502,2.1911,0.9983,0.4075,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND EAST,SS1404F058,4,2,189,1.789,1.4223,0.6334,0.3445,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND EAST,SS1404F059,4,2,190,2.123,0.6929,1.0708,0.6558,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND EAST,SS1404F060,4,2,187,1.3556,1.9909,0.6463,0.5778,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND EAST,SS1404F061,4,2,191,1.8148,1.4408,0.663,0.3833,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND EAST,SS1404F062,4,2,202,1.6243,1.4483,0.9964,0.4612,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND EAST,SS1404F063,4,2,199,1.3705,1.4446,1.1075,0.5889,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND EAST,SS1404F064,4,2,220,2.2074,1.6704,1.3407,0.5593,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND EAST,SS1404F065,4,2,208,1.9375,1.9486,0.8947,0.565,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND EAST,SS1404F066,4,2,189,1.5428,1.7076,0.9372,0.6723,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND NORTH,SS1404F067,4,2,215,2.2524,1.8931,0.9447,0.4001,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND NORTH,SS1404F068,4,2,212,1.8709,1.6968,1.1596,0.515,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND NORTH,SS1404F069,4,2,197,1.7799,1.7669,0.7001,0.5112,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND NORTH,SS1404F070,4,2,198,1.5075,1.663,0.8815,0.5148,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND NORTH,SS1404F071,4,2,188,1.7059,1.5577,0.7835,0.4353,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND NORTH,SS1404F072,4,2,182,1.3482,1.3519,0.6519,0.6334,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND NORTH,SS1404F073,4,2,168,1.43,1.5467,0.7984,0.452,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND NORTH,SS1404F074,4,2,184,1.545,1.3246,0.3705,0.1945,,,,,,,,,,
2014,SS,230,MIDDLE ISLAND NORTH,SS1404F075,4,2,182,1.9,1.4667,0.7407,0.4111,,,,,,,,,,
2014,SS,230,SHOAL ISLAND,SS1404F076,4,2,213,1.7651,1.7669,0.7908,0.6556,,,,,,,,,,
2014,SS,230,SHOAL ISLAND,SS1404F077,4,2,198,1.654,1.4003,0.9761,0.4167,,,,,,,,,,
2014,SS,230,SHOAL ISLAND,SS1404F078,4,2,208,1.9099,1.8932,0.8984,0.4779,,,,,,,,,,
2014,SS,230,SHOAL ISLAND,SS1404F079,4,2,210,1.8892,1.7688,1.3132,0.476,,,,,,,,,,
2014,SS,230,SHOAL ISLAND,SS1404F080,4,2,198,1.7746,1.6042,0.9262,0.3149,,,,,,,,,,
